,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Nombre d'IVG selon le département ou la région de résidence de la femme, le lieu de réalisation de l'IVG et la méthode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,non compris les ré-interventions dans un délai de 9 semaines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2022,,,,,,,2021,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,IVG en établissements hospitaliers,,,IVG hors établissements hospitaliers,,TOTAL IVG,taux de recours(p 1000 femmes de 15 à 49 ans)**,IVG en établissements hospitaliers,,,IVG hors établissements hospitaliers,,TOTAL IVG,taux de recours(p 1000 femmes de 15 à 49 ans)**,,IVG en établissements hospitaliers,,IVG hors établissements hospitaliers,,TOTAL IVG,taux de recours(p 1000 femmes de 15 à 49 ans)**,,,,,,,,,,,,,,,,,,,,,
,,Zone géographique,méthode instrumentale,méthode médicamenteuse,méthode non précisée,cabinet libéral 1,centres 2,,,méthode instrumentale,méthode médicamenteuse,méthode non précisée,cabinet libéral*,centres**,,,méthode instrumentale,méthode médicamenteuse,méthode non précisée,cabinet libéral*,centres**,,,,,,,,,,,,,,,,,,,,,,,
,,"2 IVG réalisées en centre de santé, centre de planification et d'éducation familiale (y compris les IVG chirurgicales en centres de santé)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,**calculé en rapportant des IVG de 15 à 49 ans (yc âge inconnu) aux femmes domiciliées âgées de 15 à 49 ans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,*****En 2020 des mesures dérogatoires ont permis la pratique exceptionnelle d'IVG en téléconsultation (codées en Préparations Magistrales et Officinales dans le SNDS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Quand c'était possible, le lieu de résidence inconnu a été remplacé par le lieu de réalisation de l'acte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,champ : IVG domiciliées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"sources : portail SNDS (PMSI), calculs DREES à partir du GHM d'IVG (14Z08Z) pour les IVG en établissements de santé(jusqu'en février 2019), GHM d'IVG ou les codes d’extension du diagnostic principal en O04 (O0400, O0410,O0420, O0430, O0440, O0450, O0460, O0470, O0480 et O0490)à partir de mars 2019, et uniqment les codes d'extension du DP en O04.- à partir de 2020.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"SNIIRAM (CNAMTS), calculs DREES à partir des forfaits médicamenteux de ville (FMV) remboursés,et des préparations magistrales et officinales délivrées directement en pharmacie dans le cadre d'IVG en téléconsultation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,non compris les ré-interventions dans un délai de 9 semaines,2021,,,,,,,2020,,,,,,,2019,,,,,,,2018,,,,,,,2017,,,,,,,2016,,,,,,
,,,IVG en établissements hospitaliers,,,IVG hors établissements hospitaliers,,TOTAL IVG,taux de recours(p 1000 femmes de 15 à 49 ans)**,IVG en établissements hospitaliers,,,IVG hors établissements hospitaliers (mise à jour juin 2022),,TOTAL IVG,taux de recours(p 1000 femmes de 15 à 49 ans)**,IVG en établissements hospitaliers,,,IVG hors établissements hospitaliers,,TOTAL IVG,taux de recours(p 1000 femmes de 15 à 49 ans)**,IVG en établissements hospitaliers,,,IVG hors établissements hospitaliers,,TOTAL IVG,taux de recours(p 1000 femmes de 15 à 49 ans)**,IVG en établissements hospitaliers,,,IVG hors établissements hospitaliers,,TOTAL IVG,taux de recours(p 1000 femmes de 15 à 49 ans)**,IVG en établissements hospitaliers,,,IVG hors établissements hospitaliers,,TOTAL IVG,taux de recours(p 1000 femmes de 15 à 49 ans)**
,,Zone géographique,méthode instrumentale,méthode médicamenteuse,méthode non précisée,cabinet libéral,centres*,,,méthode instrumentale,méthode médicamenteuse,méthode non précisée,cabinet libéral,centres*,,,méthode instrumentale,méthode médicamenteuse,méthode non précisée,cabinet libéral,centres*,,,méthode instrumentale,méthode médicamenteuse,méthode non précisée,cabinet libéral,centres*,,,méthode instrumentale,méthode médicamenteuse,méthode non précisée,cabinet libéral,centres*,,,méthode instrumentale,méthode médicamenteuse,méthode non précisée,cabinet libéral,centres*,,
,1,Ain,341,779,30,456,26,1632,"11,7",334,793,37,439,16,1631,"11,7",450,856,18,301,11,1636,"11,7",408,766,3,281,9,1467,"10,5",383,832,7,200,8,1430,"10,2",465,859,7,188,10,1529,"11,0"
,2,Aisne,266,1110,5,156,4,1541,"14,4",264,1068,4,134,4,1488,"14,0",314,1117,11,133,4,1579,"14,9",373,987,6,193,5,1564,"14,5",375,1018,5,214,5,1617,"14,8",372,1009,3,218,3,1605,"14,5"
,3,Allier,175,399,9,307,7,897,"14,8",180,405,7,259,5,871,"14,6",251,351,4,225,2,833,"13,9",256,380,4,218,1,859,"14,2",292,378,5,145,1,821,"13,3",357,365,6,144,2,874,"13,9"
,4,Alpes-de-Haute-Provence,105,228,5,189,54,581,"19,6",125,259,17,146,36,603,"20,5",179,308,1,145,1,634,"21,3",172,298,1,147,4,622,"21,1",183,332,2,102,2,621,"20,8",170,266,3,129,4,572,"19,1"
,5,Hautes-Alpes,72,114,10,265,50,511,"19,4",90,109,15,269,35,537,"20,6",92,121,0,245,43,501,"18,8",132,116,2,249,38,537,"20,0",103,116,0,220,29,468,"17,3",102,132,0,256,71,561,"20,4"
,6,Alpes-Maritimes,763,1245,141,2705,58,4912,"22,0",935,1343,143,2250,127,4820,"21,6",1261,1440,126,2052,118,4997,"22,8",1234,1475,134,1851,87,4781,"21,5",1416,1349,124,1764,56,4709,"21,0",1607,1137,167,1711,54,4676,"20,7"
,7,Ardèche,143,503,6,224,29,905,"14,8",207,478,4,241,35,980,"16,2",277,445,6,221,16,965,"16,0",239,482,0,168,22,911,"14,9",256,439,2,117,16,830,"13,5",297,386,1,370,19,1073,"17,3"
,8,Ardennes,82,277,3,318,2,682,"12,8",90,268,4,256,1,632,"12,0",120,291,1,197,0,609,"11,5",150,236,0,111,1,498,"9,3",161,337,1,67,2,568,"10,4",246,278,0,63,1,588,"10,5"
,9,Ariège,83,335,19,117,1,555,"19,9",96,336,24,86,3,565,"20,5",123,325,1,74,1,524,"19,1",97,290,0,51,2,440,"15,9",93,338,3,29,0,463,"16,6",129,338,0,171,15,653,"23,2"
,10,Aube,262,533,11,122,6,934,"14,8",265,583,14,103,3,983,"15,6",281,563,4,95,0,943,"14,8",230,621,22,83,2,958,"15,0",254,515,43,106,2,920,"14,4",265,490,75,95,0,925,"14,4"
,11,Aude,237,732,34,327,5,1335,"19,1",239,770,22,249,4,1303,"18,7",306,833,6,227,4,1376,"19,8",328,899,1,159,5,1392,"20,0",362,890,2,99,2,1355,"19,3",378,875,3,60,2,1318,"18,6"
,12,Aveyron,80,429,7,92,2,610,"12,5",98,471,10,63,0,654,"13,5",142,516,6,41,1,706,"14,6",118,480,3,49,0,650,"13,3",137,449,5,38,0,629,"12,7",135,395,1,75,2,608,"12,1"
,13,Bouches-du-Rhône,1890,3999,81,3605,167,9742,"21,8",2104,4040,108,3349,133,9756,"21,9",2844,4200,27,3074,146,10291,"23,3",2678,4006,14,3266,141,10105,"22,6",2875,4121,12,2650,160,9818,"21,9",3333,3785,26,2360,208,9712,"21,5"
,14,Calvados,388,820,15,333,45,1601,"10,9",401,842,32,378,34,1698,"11,6",564,841,27,307,29,1768,"12,2",539,890,21,274,33,1757,"12,0",533,823,38,238,50,1682,"11,4",550,815,51,213,40,1669,"11,3"
,15,Cantal,51,221,5,18,0,295,"11,8",61,235,2,22,0,332,"13,4",87,191,1,9,0,288,"11,8",103,200,0,9,3,315,"12,6",108,196,0,1,0,305,"12,0",115,192,0,2,1,310,"12,0"
,16,Charente,184,353,36,363,3,939,"14,2",208,467,30,340,1,1060,"16,1",298,406,5,291,1,1001,"15,3",264,434,4,256,2,960,"14,5",262,452,2,212,6,934,"14,0",334,383,1,187,2,907,"13,5"
,17,Charente-Maritime,348,1039,64,342,3,1796,"15,0",338,849,53,249,4,1508,"12,6",505,1028,5,215,7,1760,"14,9",413,1025,0,205,0,1643,"13,7",444,983,0,159,3,1589,"13,2",475,953,4,149,1,1582,"13,1"
,18,Cher,171,521,14,86,2,794,"14,2",157,470,36,66,1,744,"13,5",200,521,3,68,1,793,"14,5",176,561,1,32,4,774,"13,9",185,509,2,33,5,734,"12,9",212,489,6,39,1,747,"12,9"
,19,Corrèze,147,436,20,47,1,651,"15,2",179,404,21,27,1,647,"15,3",194,360,3,12,3,572,"13,4",171,388,0,12,2,573,"13,2",177,347,1,5,1,531,"12,2",226,328,0,14,0,568,"12,9"
,20,Corse-du-Sud,72,275,29,171,12,559,"17,3",101,259,23,225,0,625,"19,4",159,306,5,142,5,617,"18,7",133,310,11,147,1,602,"11,3",125,234,4,152,3,518,"15,8",119,232,17,140,12,520,"15,9"
,21,Haute-Corse,47,444,51,33,32,607,"16,0",43,493,41,29,0,622,"16,3",83,568,66,38,1,756,"19,9",72,368,166,36,1,643,"12,9",110,380,175,32,0,697,"18,5",117,374,189,18,2,700,"18,7"
,22,Côte-d'Or,313,129,405,485,64,1396,"11,9",288,298,215,471,27,1311,"11,2",476,150,295,489,3,1413,"12,1",482,170,243,432,2,1329,"10,6",525,237,213,334,0,1309,"11,1",558,222,177,225,1,1183,"10,0"
,23,Côtes-d'Armor,283,975,26,201,9,1494,"13,7",290,1021,14,166,4,1509,"13,9",326,1037,6,145,2,1516,"14,0",307,983,0,109,6,1405,"16,2",355,976,0,77,2,1410,"12,8",384,924,1,32,1,1342,"12,2"
,24,Creuse,93,114,5,15,1,228,"12,1",80,130,2,11,0,235,"12,7",70,108,0,5,2,185,"9,8",79,115,0,8,1,203,"12,5",87,109,0,3,0,199,"10,2",82,117,2,6,0,207,"10,5"
,25,Dordogne,240,751,18,100,5,1114,"15,6",278,855,22,64,6,1241,"17,6",340,752,3,56,5,1156,"16,5",370,734,1,45,7,1157,"13,9",406,656,0,50,6,1118,"15,4",389,687,3,57,5,1141,"15,5"
,26,Doubs,226,550,9,779,4,1568,"13,4",275,584,12,643,1,1528,"13,0",338,587,48,558,2,1533,"13,2",348,631,2,474,0,1455,"13,6",325,662,2,404,3,1396,"11,9",346,688,6,385,2,1427,"12,1"
,27,Drôme,281,646,19,314,253,1513,"14,5",345,644,17,370,193,1584,"15,2",456,527,3,389,129,1504,"14,5",456,530,0,345,106,1437,"14,9",474,507,2,331,79,1393,"13,5",519,542,2,315,27,1405,"13,5"
,28,Eure,196,1128,48,284,19,1675,"13,5",244,1201,67,268,14,1808,"14,7",319,1230,9,248,9,1815,"14,6",274,1219,3,207,6,1709,"11,3",350,1227,0,186,12,1775,"14,0",469,1102,3,181,2,1757,"13,7"
,29,Eure-et-Loir,183,503,32,416,15,1149,"13,1",187,553,40,463,13,1269,"14,7",250,600,8,539,11,1408,"16,3",192,545,8,541,12,1298,"18,3",215,581,4,491,3,1294,"14,6",235,496,15,462,5,1213,"13,5"
,30,Finistère,548,1045,31,439,6,2069,"11,6",642,1064,27,352,7,2104,"11,8",712,1117,6,248,5,2088,"11,8",624,1202,0,184,9,2019,"17,0",566,1089,5,156,3,1819,"10,1",702,1026,4,118,0,1850,"10,3"
,31,Gard,382,1018,44,1128,10,2582,"17,4",487,1007,83,1049,15,2658,"18,0",738,1002,13,894,3,2650,"18,0",759,1102,4,744,9,2618,"17,6",769,1130,3,596,3,2501,"16,7",827,1197,5,502,2,2533,"16,9"
,32,Haute-Garonne,1205,1030,105,2752,130,5222,"15,6",1265,1155,64,2685,189,5374,"15,9",1625,1550,19,2207,205,5606,"16,7",1505,1494,16,1969,186,5170,"15,4",1530,1634,14,1667,144,4989,"15,0",1678,1687,27,1464,97,4953,"14,9"
,33,Gers,100,156,6,112,50,424,"12,6",86,190,5,110,9,413,"12,4",156,169,1,80,25,431,"13,0",115,231,0,63,22,431,"12,9",135,199,2,53,13,402,"11,9",125,201,3,37,18,384,"11,3"
,34,Gironde,1480,1111,120,2538,335,5584,"15,0",1519,1257,85,2374,358,5608,"14,9",1875,1475,28,1934,525,5837,"15,7",1975,1451,3,1786,507,5722,"15,5",1971,1485,15,1629,400,5500,"15,0",2171,1506,10,1320,310,5317,"14,6"
,35,Hérault,1051,1845,86,1704,84,4770,"18,4",1123,1974,78,1461,60,4714,"18,1",1460,2065,54,1197,21,4797,"18,7",1425,2314,5,847,14,4605,"18,0",1456,2322,0,677,8,4463,"17,5",1639,2315,10,456,5,4425,"17,4"
,36,Ille-et-Vilaine,889,1187,30,444,106,2656,"10,9",1010,1117,43,460,144,2785,"11,3",1269,1105,4,356,103,2837,"11,7",1197,1158,2,305,104,2766,"11,4",1097,1143,2,265,87,2594,"10,7",1278,1047,2,287,46,2660,"11,0"
,37,Indre,68,360,5,61,2,496,"12,8",92,338,32,48,1,524,"13,7",109,374,9,43,4,539,"14,0",96,347,0,32,1,476,"12,2",109,324,0,24,1,458,"11,5",126,333,0,18,0,477,"11,9"
,38,Indre-et-Loire,761,458,24,200,7,1450,"11,1",819,467,15,145,6,1463,"11,3",791,460,3,166,2,1422,"11,1",824,448,2,183,3,1460,"11,2",726,414,4,166,2,1312,"10,0",751,384,0,128,4,1267,"9,6"
,39,Isère,1156,1237,51,576,440,3460,"12,5",1294,1322,42,616,387,3673,"13,3",1576,1103,20,721,299,3719,"13,5",1525,1012,13,756,405,3711,"13,5",1508,939,18,680,284,3429,"12,4",1628,951,24,616,216,3435,"12,3"
,40,Jura,111,366,6,120,3,606,"12,2",109,356,18,140,0,635,"12,9",128,367,12,76,1,584,"11,9",147,369,1,62,0,579,"11,6",172,363,2,27,0,564,"11,2",241,359,1,38,1,640,"12,5"
,41,Landes,337,289,11,416,7,1060,"13,5",363,352,23,344,6,1102,"14,1",403,400,8,272,8,1091,"14,1",401,414,0,220,8,1043,"13,4",416,407,2,155,12,992,"12,7",436,433,1,112,5,987,"12,6"
,42,Loir-et-Cher,280,371,6,43,2,702,"11,4",236,411,16,32,2,708,"11,6",261,438,8,35,2,744,"12,1",213,461,1,31,2,708,"11,3",186,424,0,27,3,640,"10,1",215,462,8,24,4,713,"11,1"
,43,Loire,451,891,13,587,167,2109,"13,6",466,827,13,525,138,1983,"12,8",630,882,7,440,117,2076,"13,3",660,845,2,295,112,1914,"12,3",632,841,9,256,83,1821,"11,6",614,854,7,256,62,1793,"11,4"
,44,Haute-Loire,81,290,7,98,4,480,"11,3",80,275,6,112,2,486,"11,6",110,262,0,79,1,452,"10,8",128,284,0,61,3,476,"11,3",131,269,0,56,5,461,"10,8",147,247,0,42,2,438,"10,2"
,45,Loire-Atlantique,1756,1645,69,522,12,4004,"12,6",1817,1662,120,426,8,4046,"12,6",2056,1719,27,317,4,4123,"13,0",1969,1526,14,313,7,3829,"12,1",1938,1456,4,198,5,3601,"11,5",1898,1417,6,208,2,3531,"11,4"
,46,Loiret,422,985,11,510,127,2055,"14,4",512,1049,17,378,101,2071,"14,5",575,1235,4,298,110,2222,"15,4",533,1309,5,260,112,2219,"15,5",431,1299,3,205,143,2081,"14,5",467,1332,5,193,87,2084,"14,4"
,47,Lot,98,298,15,71,1,483,"16,6",105,285,13,64,1,485,"16,8",158,285,2,49,3,497,"17,3",130,329,1,12,3,475,"16,5",174,240,5,19,2,440,"15,0",172,254,0,23,1,450,"15,2"
,48,Lot-et-Garonne,156,418,22,386,4,986,"16,0",201,417,10,390,1,1035,"16,9",270,536,1,240,6,1053,"17,2",248,644,2,136,11,1041,"16,8",239,575,1,192,3,1010,"16,2",302,525,4,164,2,997,"15,8"
,49,Lozère,30,110,4,40,0,184,"13,2",25,154,2,32,1,227,"16,4",35,133,0,20,1,189,"13,3",34,113,0,17,2,166,"11,6",37,155,1,8,0,201,"14,0",54,129,2,7,1,193,"13,3"
,50,Maine-et-Loire,743,911,45,102,6,1807,"10,3",672,1027,27,63,3,1802,"10,3",861,953,2,44,6,1866,"10,8",764,911,0,26,0,1701,"9,8",668,917,1,20,1,1607,"9,2",727,952,1,19,5,1704,"9,7"
,51,Manche,178,523,7,192,7,907,"9,9",193,577,11,185,6,982,"10,9",292,620,3,96,5,1016,"11,2",260,593,1,78,2,934,"10,1",217,608,2,76,3,906,"9,7",271,563,7,59,1,901,"9,5"
,52,Marne,364,775,8,523,5,1675,"13,6",427,796,10,423,7,1677,"13,7",572,873,5,224,8,1682,"13,6",488,839,2,199,4,1532,"12,3",543,870,3,94,3,1513,"12,1",596,867,0,128,2,1593,"12,5"
,53,Haute-Marne,61,313,31,34,3,442,"14,0",42,310,24,31,1,422,"13,6",53,335,8,28,0,424,"13,6",45,323,4,8,2,382,"11,8",55,287,6,16,0,364,"11,1",80,292,3,6,3,384,"11,5"
,54,Mayenne,157,340,14,36,2,549,"9,2",150,338,10,17,1,525,"8,9",198,358,1,11,3,571,"9,7",190,377,0,11,1,579,"9,7",183,372,2,6,2,565,"9,4",208,360,1,8,1,578,"9,5"
,55,Meurthe-et-Moselle,381,1381,29,137,52,1980,"12,2",456,1353,22,126,49,2018,"12,5",610,1234,11,148,83,2086,"12,9",567,1295,4,121,73,2060,"12,7",538,1282,4,86,105,2015,"12,4",627,1210,2,72,96,2007,"12,2"
,56,Meuse,45,247,9,57,0,358,"10,3",51,250,6,26,1,344,"10,1",99,289,3,24,3,418,"12,1",78,292,0,34,2,406,"11,5",105,290,1,20,3,419,"11,6",126,266,1,28,3,424,"11,4"
,57,Morbihan,638,847,38,287,10,1820,"12,8",622,834,46,233,5,1753,"12,3",767,802,9,214,2,1794,"12,7",734,818,0,157,3,1712,"12,1",681,816,0,129,8,1634,"11,5",685,793,12,98,2,1590,"11,1"
,58,Moselle,737,1548,66,382,25,2758,"12,6",774,1564,86,319,8,2764,"12,7",948,1692,56,278,9,2983,"13,8",812,1683,10,288,2,2795,"12,8",754,1634,11,253,8,2660,"12,1",906,1624,12,309,5,2856,"12,9"
,59,Nièvre,74,180,3,94,7,358,"10,3",86,203,3,74,9,385,"11,3",141,188,1,75,89,494,"14,6",147,192,0,66,77,482,"14,0",172,183,1,99,26,481,"13,7",174,224,0,74,1,473,"13,1"
,60,Nord,1979,4110,214,1913,29,8245,"13,9",2129,4155,204,1703,34,8239,"13,9",2897,4050,51,1536,21,8555,"14,4",2876,4008,98,1307,15,8304,"14,0",2900,4130,107,1029,9,8175,"13,7",3002,4142,129,749,6,8028,"13,4"
,61,Oise,404,1205,19,843,14,2485,"13,7",393,1466,28,604,14,2519,"14,0",503,1437,14,609,11,2574,"14,3",504,1339,19,523,10,2395,"13,2",488,1403,32,566,10,2499,"13,8",593,1418,30,431,4,2476,"13,6"
,62,Orne,90,395,12,19,1,517,"10,2",95,432,12,24,0,573,"11,4",132,483,1,21,0,637,"12,7",127,457,5,10,0,599,"11,8",130,366,3,17,2,518,"10,0",138,371,5,15,1,530,"10,0"
,63,Pas-de-Calais,860,1958,72,514,591,3995,"12,9",1034,2021,41,392,440,3941,"12,8",1426,2225,16,270,337,4274,"13,9",1328,2251,14,230,165,3988,"12,8",1270,2266,10,164,1,3711,"11,9",1549,2325,10,136,2,4022,"12,7"
,64,Puy-de-Dôme,444,680,46,629,10,1809,"12,9",525,646,53,473,15,1725,"12,3",756,667,3,333,15,1774,"12,8",825,707,4,172,16,1724,"12,4",934,625,1,108,5,1673,"12,0",942,656,25,53,6,1682,"12,1"
,65,Pyrénées-Atlantiques,463,405,10,629,263,1770,"13,1",490,458,11,588,226,1786,"13,2",644,471,1,517,200,1833,"13,6",686,510,1,380,165,1742,"12,9",752,549,1,246,152,1700,"12,5",759,629,0,207,154,1749,"12,8"
,66,Hautes-Pyrénées,115,236,38,71,122,582,"13,9",125,318,26,75,43,601,"14,4",193,363,0,106,15,677,"16,5",160,341,1,117,5,624,"15,2",155,303,10,117,6,591,"14,2",150,308,30,105,5,598,"14,2"
,67,Pyrénées-Orientales,375,1140,6,371,7,1899,"20,6",366,1088,12,321,5,1813,"19,7",480,1132,7,309,5,1933,"21,2",477,1153,0,243,6,1879,"20,2",431,1190,1,158,2,1782,"19,1",491,1228,4,133,2,1858,"19,9"
,68,Bas-Rhin,379,2100,14,214,3,2710,"10,6",383,2153,15,203,2,2767,"10,8",458,2292,6,166,2,2924,"11,5",456,2240,1,165,3,2865,"11,3",437,2213,0,141,4,2795,"10,9",425,2154,1,156,8,2744,"10,7"
,69,Haut-Rhin,246,1412,17,115,2,1792,"11,2",278,1446,11,87,0,1833,"11,5",366,1504,14,73,1,1958,"12,2",336,1450,1,92,1,1880,"11,7",340,1361,2,70,1,1774,"11,0",357,1385,3,64,0,1809,"11,0"
,70,Rhône,1972,1883,133,1995,390,6373,"14,1",2085,2099,123,1913,359,6593,"14,5",2530,2493,26,1467,113,6629,"14,8",2608,2645,7,1123,84,6467,"14,4",2686,2671,1,773,90,6221,"13,9",2835,2443,7,682,86,6053,"13,5"
,71,Haute-Saône,84,196,11,313,2,606,"13,5",81,186,8,305,0,593,"13,4",127,198,35,215,2,577,"13,0",97,386,1,86,0,570,"12,7",129,184,3,220,1,537,"11,9",167,201,1,196,0,565,"12,3"
,72,Saône-et-Loire,312,676,21,150,6,1165,"11,5",357,707,8,110,2,1196,"12,0",452,703,8,75,4,1242,"12,5",443,625,1,60,0,1129,"11,1",445,646,2,33,1,1127,"11,0",481,559,2,19,1,1062,"10,2"
,73,Sarthe,464,787,49,38,3,1341,"11,8",473,813,29,29,3,1359,"12,0",599,803,5,38,3,1448,"12,9",565,652,0,44,1,1262,"11,2",508,608,1,25,2,1144,"10,0",550,668,1,11,3,1233,"10,6"
,74,Savoie,295,399,10,585,15,1304,"14,4",286,432,21,497,9,1259,"14,0",381,445,5,486,7,1324,"14,8",352,476,1,418,4,1251,"13,9",354,467,1,361,5,1188,"13,2",437,466,4,349,7,1263,"13,9"
,75,Haute-Savoie,552,1248,44,795,7,2646,"14,4",552,1249,57,822,7,2701,"14,6",698,1173,53,802,5,2731,"14,8",664,1202,46,727,3,2642,"14,2",644,1171,45,680,6,2546,"13,8",664,1083,31,575,5,2358,"12,7"
,76,Paris,2022,2044,127,3693,1000,8886,"15,3",2313,2236,111,3446,955,9076,"15,7",2851,2389,84,3541,836,9701,"16,6",2907,2687,37,3453,822,9906,"17,0",3217,2745,51,3135,921,10069,"17,1",3204,2803,50,2854,633,9544,"16,1"
,77,Seine-Maritime,683,1517,119,1103,105,3527,"13,1",805,1524,76,1034,76,3528,"13,1",1048,1577,20,960,78,3683,"13,8",1096,1498,37,921,67,3619,"13,4",1103,1588,42,801,54,3588,"13,1",1224,1551,31,666,27,3499,"12,7"
,78,Seine-et-Marne,1015,2009,38,3293,136,6491,"19,6",1092,2054,31,3035,104,6336,"19,1",1522,1949,19,2867,78,6435,"19,4",1491,1923,10,2911,59,6394,"19,1",1477,1980,101,2627,52,6237,"18,7",1490,1786,202,2318,46,5842,"17,5"
,79,Yvelines,774,1865,81,1498,331,4549,"14,0",816,1968,64,1370,197,4429,"13,6",1235,2195,39,1304,71,4844,"15,0",1157,1903,371,1083,30,4544,"14,1",1138,2141,22,975,34,4310,"13,3",1298,2153,41,819,30,4341,"13,4"
,80,Deux-Sèvres,217,446,13,101,1,778,"10,9",173,508,6,92,4,794,"11,2",205,471,3,63,2,744,"10,5",222,507,0,30,1,760,"10,5",218,413,0,20,1,652,"9,0",236,404,3,15,1,659,"9,0"
,81,Somme,391,957,5,148,4,1505,"12,2",418,933,14,144,2,1523,"12,4",558,896,3,138,6,1601,"12,9",517,956,0,116,1,1590,"12,8",437,967,0,67,3,1474,"11,8",467,1043,2,53,1,1566,"12,5"
,82,Tarn,225,677,66,200,2,1170,"15,8",271,637,40,143,4,1111,"15,0",422,606,4,115,5,1152,"15,6",345,664,1,96,5,1111,"15,0",355,591,1,64,6,1017,"13,7",413,596,6,42,5,1062,"14,1"
,83,Tarn-et-Garonne,151,378,7,299,5,840,"16,3",166,405,6,209,5,807,"15,7",220,472,3,181,7,883,"17,1",245,507,0,171,1,924,"17,9",260,497,1,100,4,862,"16,7",301,483,8,54,2,848,"16,5"
,84,Var,699,1773,69,2035,155,4731,"23,1",825,1955,107,1583,80,4573,"22,3",1242,2186,67,1404,1,4900,"24,1",1184,1996,397,1062,7,4646,"22,7",1306,2053,150,647,2,4158,"20,2",1377,2108,15,599,5,4104,"19,9"
,85,Vaucluse,268,1293,43,575,9,2188,"19,3",359,1238,70,591,7,2284,"20,3",555,1270,12,503,2,2342,"20,7",516,1183,3,541,6,2249,"19,5",584,1074,8,507,5,2178,"18,8",656,1151,2,433,5,2247,"19,3"
,86,Vendée,394,746,20,178,3,1341,"10,4",382,768,18,150,3,1331,"10,3",510,690,5,116,2,1323,"10,3",477,765,0,58,0,1300,"10,2",452,746,3,25,2,1228,"9,6",385,791,1,15,1,1193,"9,2"
,87,Vienne,163,539,37,310,4,1053,"11,2",184,499,28,340,1,1063,"11,4",256,610,2,248,3,1119,"12,0",235,601,1,145,1,983,"10,5",271,543,4,157,1,976,"10,4",330,603,1,139,0,1073,"11,5"
,88,Haute-Vienne,308,712,17,38,5,1080,"14,4",275,669,10,17,2,987,"13,2",378,610,4,17,0,1009,"13,5",345,587,0,12,0,944,"12,5",354,516,1,16,0,887,"11,7",363,543,0,4,0,910,"11,8"
,89,Vosges,118,576,22,105,21,842,"12,3",132,593,26,97,16,876,"13,0",203,716,5,46,15,985,"14,6",189,690,3,29,1,912,"13,3",200,675,2,39,2,918,"13,1",219,601,0,23,5,848,"11,9"
,90,Yonne,315,329,40,225,4,913,"14,4",355,252,35,264,4,924,"14,8",449,358,2,219,1,1029,"16,5",427,351,0,211,4,993,"15,5",428,353,4,189,1,975,"15,0",424,312,2,171,1,910,"13,9"
,91,Territoire de Belfort,67,276,4,103,14,464,"14,3",74,266,2,59,0,415,"14,6",95,313,0,34,1,443,"15,3",92,298,0,22,0,412,"13,9",83,319,0,13,0,415,"13,9",74,322,2,7,0,405,"13,3"
,92,Essonne,1363,2140,81,1572,635,5791,"19,5",1495,2102,88,1581,570,5855,"19,6",1931,2164,36,1605,476,6212,"20,5",1822,2132,20,1494,427,5895,"19,3",1807,2215,22,1484,418,5946,"19,6",1896,2023,42,1408,321,5690,"18,8"
,93,Hauts-de-Seine,1628,1688,84,1995,338,5733,"14,0",1686,2097,76,1776,253,5902,"14,6",2106,1994,36,1732,193,6061,"15,1",2068,2149,43,1503,130,5893,"14,7",2295,2267,31,1339,123,6055,"15,1",2498,2174,33,1221,89,6015,"14,9"
,94,Seine-Saint-Denis,2299,3403,87,2341,654,8784,"22,1",2409,3627,91,2097,540,8786,"21,7",3187,3351,63,2140,571,9312,"22,8",3081,3198,32,2179,483,8973,"22,3",3230,3016,24,1889,1105,9264,"23,2",3552,2810,33,1855,328,8578,"21,6"
,95,Val-de-Marne,1709,1549,60,2662,405,6385,"18,8",1867,1584,65,2308,417,6260,"18,3",2300,1551,33,2532,343,6759,"19,9",2187,1185,131,2467,326,6296,"18,6",2302,1284,48,2172,301,6107,"18,1",2350,1139,25,1998,222,5734,"16,9"
,96,Val-d'Oise,1171,2670,72,1620,173,5706,"19,3",1275,2795,47,1469,140,5745,"19,4",1641,2728,18,1448,104,5939,"20,2",1692,2504,36,1464,106,5802,"19,7",1655,2273,30,1329,114,5401,"18,4",1799,2075,37,1307,85,5303,"18,0"
